OECOL	OECOLOGY
PETERH	PETERHEAD
PETERSF	PETERSFIELD
PETITION	PETITIONER
PETROANAL	PETROANALY
PETROCHEM	PETROCHEM
PETROGL	PETROGLYPH
PETROGR	PETROGRAPHY
PETROPHYS	PETROPHYSICSAL
PHAENOL	PHAENOLOGY
PHANEROZ	PHANEROZOIC
PHARM	PHARMACEUTICAL
PHARM	PHARMACI
PHARM	PHARMACO
PHARMACOCHEM	PHARMACOCHEMISTRY
PHARMACOCINET	PHARMACOCINETI
PHARMACOEPIDEMIOL	PHARMACOEPIDEMIOL
PHARMACOGN	PHARMACOGNOS
PHARMACOKINET	PHARMACOKINETI
PHARMACOL	PHARMACOLOGY
PHARMACOMED	PHARMACOMED
PHARMACOMET	PHARMACOMETRIC
PHARMACOPSYCHIATR	PHARMACOPSYCHIATRI
PHARMACOTHER	PHARMACOTHERAP
PHARMACOVIGIL	PHARMACOVIGILANCE
PHARM	PHARMACY
PHEAS	PHEASANT
PHENOL	PHENOLOGY
PHENOM	PHENOMENA
PHENOM	PHENOMENON
PHILA	PHILADELPHIA
PHILAML	PHILAMLIFE
PHILAT	PHILATEL
PHILIPP	PHILIPPIN
PHILOL	PHILOLOGY
PHILON	PHILONIC
PHONEC	PHONECARD
PHOSPHOPROT	PHOSPHOPROTEIN
PHOTOENGRAV	PHOTOENGRAVER
PHOTOACOUST	PHOTOACOUSTIC
PHOTOBIOCHEM	PHOTOBIOCHEMISTRY
PHOTOBIOPHYS	PHOTOBIOPHYSI
PHOTOCATAL	PHOTOCATALYS
PHOTOCHEM	PHOTOCHEMISTRY
PHOTOCOAGUL	PHOTOCOAGULATION
PHOTOCOND	PHOTOCONDUCT
PHOTOCONVERS	PHOTOCONVERSION
PHOTODERMATOL	PHOTODERMATOLOGY
PHOTODYN	PHOTODYNAMI
PHOTOEFF	PHOTOEFFECT
PHOTOELAST	PHOTOELASTIC
PHOTOELECTR	PHOTOELECTRIC
PHOTOELECTROCHEM	PHOTOELECTROCHEMISTRY
PHOTOELECTRON	PHOTOELECTRONICS
PHOTOEMISS	PHOTOEMISSION
PHOTOFABR	PHOTOFABRICATION
PHOTOFUNCT	PHOTOFUNCTION
PHOTOGENER	PHOTOGENERATI
PHOTOHIST	PHOTOHISTORIAN
PHOTOIMMUNOL	PHOTOIMMUNOLOGY
PHOTOIONIS	PHOTOIONIS
PHOTOMECH	PHOTOMECHANICS
PHOTOMED	PHOTOMEDICINE
PHOTOMICROGR	PHOTOMICROGRAPHY
PHOTOPERIOD	PHOTOPERIODI
PHOTOPOLYM	PHOTOPOLYMER
PHOTOSENSIT	PHOTOSENSITIVE
PHOTOSYNTH	PHOTOSYNTHESIS
PHOTOSYST	PHOTOSYSTEM
PHOTOTH	PHOTOTHEQUE
PHOTOTRANSFORM	PHOTOTRANSFORMATION
PHOTOVOLT	PHOTOVOLTAIC
PHRASEOL	PHRASEOLOGY
PHRENOL	PHRENOLOGY
PHYCOL	PHYCOLOGY
PHYS	PHYSICSA
PHYS	PHYSICSIST
PHYS	PHYSICSO
PHYSICSOCHEM	PHYSICSOCHEM
PHYSICSOMATH	PHYSICSOMATHEMAT
PHYSICSOTECH	PHYSICSOTECHNICS
PHYS	PHYSICSS
PHYTODEPUR	PHYTODEPURATION
PHYTOECOL	PHYTOECOLOGY
PHYTOHORM	PHYTOHORMONE
PHYTOHYG	PHYTOHYGIEN
PHYTOLITH	PHYTOLITHARIEN
PHYTOPHARM	PHYTOPHARMAC
PHYTOPHYSIOL	PHYTOPHYSIOLOGY
PICK	PICK
PICT	PICTORIAL
PICT	PICTURE
PIKEV	PIKEVILLE
PILGR	PILGRIM
PILGR	PILGRIMAG
PILLOWC	PILLOWCASE
PIONEER	PIONEERING
PIPEWELD	PIPEWELD
PIP	PIPING
PIROPLASM	PIROPLASMOSIS
PISCIC	PISCICULT
PITTSBG	PITTSBURG
PITTSFLD	PITTSFIELD
PITUIT	PITUITARY
PLACENT	PLACENTAL
PLANET	PLANET
PLAINSM	PLAINSMAN
PLANET	PLANETARIUM
PLANETOL	PLANETOLOGY
PLAN	PLANNED
PLAN	PLANNER
PLAN	PLANNING
PLANT	PLANTATION
PLANT	PLANTED
PLANTGROW	PLANTGROWING
PLANT	PLANTING
PLANTMAK	PLANTMAK
PLASMON	PLASMONICS
PLASTER	PLASTER
PLATEMAK	PLATEMAK
PLATF	PLATFORM
PLAT	PLATING
PLATTSBG	PLATTSBURGH
PLATTSV	PLATTSVILLE
PLAY	PLAY
PLAYB	PLAYBOOK
PLAYCENT	PLAYCENTRE
PLAY	PLAYING
PLAYLEAD	PLAYLEADER
PLAYMARK	PLAYMARKET
PLAYSTN	PLAYSTATION
PLEAD	PLEADING
PLEAS	PLEASANT
PLEAS	PLEASURE
PLEAT	PLEATING
PLOUGHM	PLOUGHMAN
PLOUGSH	PLOUGSHARE
PLUMB	PLUMB
PLURIDISCIP	PLURIDISCIPLINE
PNEUMOCON	PNEUMOCONIOSIS
PNEUMOTRANSP	PNEUMOTRANSPORT
POCKETB	POCKETBOOK
POCKETB	POCKETBOOK
POIET	POIETICS
POINT PLEAS	POINT PLEASANT
POL	POLAND
POLARIM	POLARIMETER
POLARIZ	POLARIZAT
POLEM	POLEMICAL
POLIC	POLICING
POLICYHOLD	POLICYHOLDER
POLIO	POLIOMYELIT
POL	POLISH
POLL	POLLED
POLLINAT	POLLINATION
POLL	POLLING
POLLUT	POLLUTANT
POLLUT	POLLUTION
POLYACRYL	POLYACRYL
POLYAT	POLYATOMIC
POLYCH	POLYCHAETE
POLYCLIN	POLYCLINI
POLYCRYST	POLYCRYSTALLI
POLYCULT	POLYCULTUR
POLYCYCL	POLYCYCLIC
POLYEST	POLYESTER
POLYETHYL	POLYETHYLENE
POLYGR	POLYGRAPHY
POLYIM	POLYIMIDE
POLYM	POLYMER
POLYMICROB	POLYMICROBIAL
POLYMORPH	POLYMORPHISM
POLYMORPHONUCL	POLYMORPHONUCLEAR
POLYN	POLYNESI
POLYPEPT	POLYPEPTIDES
POLYPROPYL	POLYPROPYLENE
POLYSTYR	POLYSTYRENE
POLYTECH	POLYTECHNICS
POLYTHEMAT	POLYTHEMATICAL
POMOL	POMOLOGY
PONDKEEP	PONDKEEPER
PONTYP	PONTYPOOL
POOL	POOLED
POPUL	POPULATION
PORCUP	PORCUPINE
POROSIM	POROSIMETER
PORPHYR	PORPHYRIN
PORT ELIZAB	PORT ELIZABETH
PH	PORT HARCOURT
PORT HUEN	PORT HUENEME
PORT SPAIN	PORT OF SPAIN
PR	PORTO RICO
PORTSM	PORTSMOUTH
POSITION	POSITIONING
POSIT	POSITIVE
POSSESS	POSSESS
POST	POSTAGE
POST	POSTAL
POSTC	POSTCARD
POSTCONF	POSTCONFERENCE
POSTDR	POSTDOCTOR
POSTGRAD	POSTGRADUATE
POST	POSTING
POSTMAST	POSTMASTER
POSTMOD	POSTMODERN
POSTMYOCARD	POSTMYOCARDIAL
POSTOPER	POSTOPERATIV
PS	POSTSCRIPT
POSTSECOND	POSTSECOND
POTASHV	POTASHVILLE
POTENTIAL	POTENTIALLY
POTOM	POTOMAC
POULT	POULTRY
POULTRYM	POULTRYMAN
POUND	POUNDING
POWERB	POWERBOAT
POWERB	POWERBOATING
POWERLIFT	POWERLIFT
POWERPL	POWERPLANT
PRACT	PRACTICE
PRAEP	PRAEPARATION
PRAES	PRAESIDENT
PRAGMAT	PRAGMATICS
PRAIRIE VAL	PRAIRIE VALLEYS
PRANC	PRANC
PRAY	PRAY
PREACH	PREACHING
PREBIOL	PREBIOLOGY
PRECAST	PRECAST
PRECAUT	PRECAUTION
PRECED	PRECED
PRECEPT	PRECEPTOR
PRECIP	PRECIPITATION
PRECIS	PRECISION
PRECLIN	PRECLINIC
PRECONC	PRECONCENTRAT
PRECOND	PRECONDITIONED
PREDAT	PREDATOR
PREDECESS	PREDECESS
PREDENT	PREDENTAL
PREDICT	PREDICTION
PREDOM	PREDOMINATELY
PREFECT	PREFECTURE
PREFER	PREFER
PREGERIATR	PREGERIATRIC
PREHIST	PREHISTORI
PRELEUK	PRELEUKEMI
PRELIM	PRELIMINAR
PREMALIG	PREMALIGN
PREMATUR	PREMATURITY
PRENAT	PRENATAL
PREP	PREPARATION
PREPR	PREPRINT
PREREFUND	PREREFUND
PRESBYT	PRESBYTERIAN
PRESCH	PRESCHOOL
PRESCR	PRESCRIB
PRESCR	PRESCRIPTION
PRESENT	PRESENT
PRESERV	PRESERVATION
PRES	PRESIDEN
PRES	PRESIDING
PRESS	PRESS
PRESS	PRESSURE
PRESS	PRESSURIZE
PRESTRESS	PRESTRESS
PRESYST	PRESYSTEM
PRETREAT	PRETREATMENT
PRETR	PRETRIAL
PREVAIL	PREVAIL
PREVAL	PREVALENCE
PREV	PREVENT
PREVIS	PREVIS
PRICEB	PRICEBOOK
PRIEST	PRIESTLEY
PRIM	PRIMARY
PRIMIT	PRIMITIVE
PEI	PRINCE EDWARD ISLAND
PRINCES RISB	PRINCES RISBOROUGH
PRINCET	PRINCETON
PRINC	PRINCIPAL
PRINC	PRINCIPLE
PRINT	PRINTED
PRINT	PRINTER
PRINT	PRINTING
PRINTMAK	PRINTMAK
PRIOR	PRIORITY
PRISON	PRISON
PRIV	PRIVACY
PRIZE	PRIZE
PROBAB	PROBABILIT
PROBAB	PROBABLISTIC
PROBAT	PROBATION
PROCED	PROCEDURAL
PROCED	PROCEDURE
PROC	PROCEEDINGS
PROCESS	PROCESS
PROCLAM	PROCLAMATION
PROCTOL	PROCTOLOGY
PROCURE	PROCUREMENT
PROD	PRODUCTION
PRODUCTRON	PRODUCTRONICSC
PROF	PROFESSION
PROFIC	PROFICIENCY
PROFIL	PROFILACT
PROFIT	PROFITING
PROGENIT	PROGENITOR
PROGRAM	PROGRAM
PROGRAM	PROGRAMMED
PROGRAM	PROGRAMMER
PROGRAM	PROGRAMMING
PROG	PROGRESS
PROJ	PROJECT
PROLET	PROLETARIAN
PROLIF	PROLIFERATION
PROLONG	PROLONG
PROMIN	PROMINENT
PROMIS	PROMISING
PROMOT	PROMOTION
PRONOUNC	PRONOUNC
PROOFREAD	PROOFREADER
PROPAG	PROPAGAND
PROPAG	PROPAGATION
PROP	PROPERTY
PROPHET	PROPHET
PROPHYL	PROPHYLACT
PROPOS	PROPOS
PROPR	PROPRIET
PROPULS	PROPULSION
PROPYL	PROPYLENE
PROSEC	PROSECUT
PROSPECT	PROSPECT
PROSPER	PROSPERIT
PROSTHES	PROSTHESIS
PROSTHET	PROSTHETIC
PROSTHODONT	PROSTHODONT
PROT	PROTECTION
PROTHES	PROTHESIS
PROTOBIOL	PROTOBIOLOGY
PROTOC	PROTOCOL
PROTOTYP	PROTOTYPING
PROTUN	PROTUNING
PROV	PROVINC
PROVIS	PROVISION
PROVOK	PROVOKING
PRUDENT	PRUDENTIAL
PSEUDEPIGR	PSEUDEPIGRAPHA
PSYCH	PSYCHICS
PSYCHOACT	PSYCHOACTIVE
PSYCHOANAL	PSYCHOANAL
PSYCHOCHEM	PSYCHOCHEMISTRY
PSYCHODYN	PSYCHODYNAMI
PSYCHOEDUC	PSYCHOEDUCA
PSYCHOENDOCR	PSYCHOENDOCRINE
PSYCHOENDOCRINOL	PSYCHOENDOCRINOLOGY
PSYCHOGERIATR	PSYCHOGERIATRIC
PSYCHOHIST	PSYCHOHISTOR
PSYCHOLINGUIST	PSYCHOLINGUISTIC
PSYCHONEUROENDOCR	PSYCHONEUROENDOCRINE
PSYCHOPATH	PSYCHOPATHIC
PSYCHOPATHOL	PSYCHOPATHOLOGY
PSYCHOPHARMACOL	PSYCHOPHARMACOLOGY
PSYCHOPHARM	PSYCHOPHARMAKA
PSYCHOPHYS	PSYCHOPHYSICS
PSYCHOPHYSIOL	PSYCHOPHYSIOLOGY
PSYCHOS	PSYCHOSIS
PSYCHOSOC	PSYCHOSOCIAL
PSYCHOSYNDR	PSYCHOSYNDROM
PSYCHOSYNTH	PSYCHOSYNTHESIS
PTERIDOL	PTERIDOLOGY
PUBL	PUBLICATION
PUBLIC	PUBLICITY
PUBL	PUBLISH
PUERIC	PUERICULTUR
PULM	PULMONAR
PULMONOL	PULMONOLOGY
PUMP	PUMPING
PUNCTUAL	PUNCTUALITY
PUNISHM	PUNISHMENT
PUPPET	PUPPETEER
PURCH	PURCHAS
PURIF	PURIFICATION
PURP	PURPOSE
PURS	PURSUANT
PURS	PURSUIT
PURV	PURVIEW
PUSHC	PUSHCART
PUSH	PUSHING
PUTT	PUTTING
PYROTECH	PYROTECHNICS
QUADRANG	QUADRANGLE
QUADR	QUADRANT
QUADRENN	QUADRENNIAL
QUADRIENN	QUADRIENNIAL
QUALIF	QUALIFYING
QUAL	QUALIT
QUAR	QUARANTINE
QUARR	QUARR
QUARR	QUARRYING
QUART	QUARTER
Q	QUARTERLY
QUASIMARK	QUASIMARKET
QUASIPART	QUASIPARTICLE
QUAT	QUATERNAR
QUEENCHARLOTTEISL	QUEENCHARLOTTEISLANDS
QLD	QUEENSLAND
QUEST	QUESTION
QUILT	QUILT
QUILTW	QUILTWORK
QUINQUENN	QUINQUENNIAL
QUOTA	QUOTATION
RABBIT	RABBIT
RACEH	RACEHORSE
RACK	RACKING
RACQUETB	RACQUETBALL
RADCL	RADCLIFFE
RADIAT	RADIATING
RADIAT	RADIATION
RADIAT	RADIATIVE
RADIC	RADICAL
RADIOACT	RADIOACTIVITY
RADIOCARB	RADIOCARBON
RADIOCHEM	RADIOCHEM
RADIODIAGN	RADIODIAGNOSTIC
RADIOECOL	RADIOECOLOGY
RADIOELECTR	RADIOELECTRIC
RADIOELECTRON	RADIOELECTRONICS
RADIOFREQ	RADIOFREQUENC
RADIOIMMUNOTHER	RADIOIMMUNOTHERAP
RADIOM	RADIOMETER
RADIONAVIG	RADIONAVIGATION
RADIONUCL	RADIONUCLIDE
RADIOPHARM	RADIOPHARMAC
RADIOPHARMACOL	RADIOPHARMACOLOGY
RADIOPHYS	RADIOPHYSICS
RADIOPROT	RADIOPROTECT
RADIOSCI	RADIOSCIENTIST
RADIOSC	RADIOSCOPE
RADIOSENSIT	RADIOSENSITIZER
RADIOSTERIL	RADIOSTERILIZATION
RADNORS	RADNORSHIRE
RAFT	RAFTING
RAID	RAIDER
RAILP	RAILPASS
RAILR	RAILROAD
RAILW	RAILWAY
RAINFOR	RAINFOREST
RAIS	RAISED
RAIS	RAISER
RAIS	RAISING
RALLY	RALLYING
RAMBL	RAMBL
RANGEL	RANGELAND
RANK	RANK
RAQUETB	RAQUETBALL
RAT	RATING
RATION	RATIONAL
REACH	REACH
REACT	REACTING
REACT	REACTION
REACT	REACTIV
REACT	REACTOR
READ	READER
READERSH	READERSHIP
READ	READING
REAG	REAGENT
REAL	REALITY
REALT	REALT
REANIM	REANIMATION
REAR	REARED
REARRANGE	REARRANGE
REASON	REASON
REASSEMBL	REASSEMBL
REASSESS	REASSESSMENT
RECEIPT	RECEIPT
RECEIV	RECEIVE
RECENS	RECENSION
RECENT	RECENTLY
RECEPT	RECEPT
RECEPTEROL	RECEPTEROLOGY
RECERTIF	RECERTIFICAT
RECESS	RECESSION
RECIDIV	RECIDIV
RECIP	RECIPIEN
RECIRC	RECIRCULAT
RECKON	RECKONNER
RECLAM	RECLAMATION
RECLASSIF	RECLASSIFI
RECOGNIT	RECOGNITION
RECOGN	RECOGNIZE
RECOLLECT	RECOLLECT
RECOMB	RECOMBIN
RECOMM	RECOMMEND
RECONCIL	RECONCILIATION
RECONNECT	RECONNECTION
RECONST	RECONSTITUT
RECONSTR	RECONSTRUCT
REC	RECORD
RECOVER	RECOVER
RECREAT	RECREATION
RECRUIT	RECRUIT
RECRYST	RECRYSTALLIZ
RECULTIV	RECULTIVAT
RECURR	RECURRENT
RECURR	RECURRING
RECYCL	RECYCLING
REDB	REDBOOK
REDEEM	REDEEM
REDEMPT	REDEMPTION
REDEMPT	REDEMPTORIST
REDEPLOY	REDEPLOYMENT
REDEV	REDEVELOP
REDISTRIB	REDISTRIBUT
REDUC	REDUCED
REDUCT	REDUCTION
REDW	REDWOOD
REEF	REEFER
REEVAL	REEVALUATION
REF	REFERRAL
REFIN	REFINED
REFIN	REFINER
REFIN	REFINERY
REFIN	REFINING
REFLECT	REFLECTION
REFOR	REFORESTATION
REFORM	REFORMATION
REFORM	REFORMATORY
REFORM	REFORMED
REFORM	REFORMER
REFORMUL	REFORMULATION
REFRACT	REFRACTION
REFRESH	REFRESHER
REFRESH	REFRESHMENT
REFRIG	REFRIG
REFUG	REFUG
REFUND	REFUND
REFURB	REFURBISHMENT
REGEN	REGENER
REGISTRARSH	REGISTRARSHIP
REGRES	REGRESSION
REGUL	REGULAR
REGUL	REGULATION
REIMBURSE	REIMBURSEMENT
REIMPR	REIMPR
REINF	REINFORCE
REINSM	REINSMAN
REINSUR	REINSUR
RELAT	RELATED
RELAT	RELATING
RELAT	RELATION
RELATSH	RELATIONSHIP
RELAT	RELATIVE
RELATIV	RELATIVITY
RELAT	RELATOR
RELAX	RELAXATION
RELEAS	RELEASING
RELIAB	RELIAB
RELOCAT	RELOCAT
REMAIN	REMAIN
REM	REMEDE
REMEDIAT	REMEDIAT
REM	REMEDY
REMEMB	REMEMB
REMIND	REMINDER
REMINER	REMINERALI
REMINISC	REMINISCENCE
REMIT	REMIT
REMN	REMNANT
REMODEL	REMODEL
REMOTE	REMOTE
REMOV	REMOVAL
REMUN	REMUNERATION
REN	RENAL
RENASC	RENASCENCE
RENDER	RENDER
RENEW	RENEWABLE
RENEW	RENEWAL
RENEGOTIAT	RENEGOTIATION
RENORM	RENORMAL
RENT	RENTAL
REPAIR	REPAIRER
REPAIR	REPAIRING
REPAR	REPARATION
REPATR	REPATRIATION
REPAYM	REPAYMENT
REPEL	REPELLENT
REPERT	REPERTORI
REPETIT	REPETITION
REPLAC	REPLACING
REP	REPORT
REP	REPORTED
REPORT	REPORTER
REPORT	REPORTING
REPOS	REPOSITOR
REPRESENT	REPRESENT
REPRESS	REPRESSION
REPR	REPRINT
REPROCESS	REPROCESSING
REPROGR	REPROGRAPHY
REPUB	REPUBLIC
REPUBL	REPUBLICATION
REPUT	REPUTATION
REQ	REQUEST
REQUIR	REQUIREMENT
RES	RESEARCH
RESELL	RESELL
RESERVIST	RESERVIST
RESERV	RESERVOIR
RESETTL	RESETTLEMENT
RESID	RESIDENCY
RESID	RESIDENT
RESIL	RESILIENCE
RESIST	RESIST
RESOLUT	RESOLUTION
RESOLV	RESOLV
RESON	RESON
RESOPHON	RESOPHONIC
RESOUR	RESOURCE
RESPECT	RESPECTING
RESPIR	RESPIRAT
RESPIROL	RESPIROLOGY
RESPOND	RESPONDENT
RESPONSIB	RESPONSIBILIT
RESTIT	RESTITUTION
REST	RESTON
RESTOR	RESTORATION
RESTOR	RESTORATIONIST
RESTOR	RESTORATIVE
RESTOR	RESTORER
RESTRICT	RESTRICTI
RESTRUCT	RESTRUCTUREING
RESULT	RESULTAT
RESURRECT	RESURRECTION
RESUSC	RESUSCITAT
RETAIL	RETAIL
RETAIN	RETAINED
RETENT	RETENTION
RETHINK	RETHINK
RETICUL	RETICULAT
RETICULOENDOTHEL	RETICULOENDOTHELIAL
RETIN	RETIN
RETIRE	RETIREMENT
RETORT	RETORT
RETRAIN	RETRAINING
RETR	RETRIEVAL
RETRIEV	RETRIEVER
RETROFIT	RETROFITT
RETROSP	RETROSPECT
RETURN	RETURNED
RETURN	RETURNER
RETURN	RETURNING
REUN	REUNION
REUTIL	REUTILI
REVEAL	REVEAL
REVEAL	REVEALER
REVEG	REVEGETA
REVEL	REVEL
REVERE	REVERE
REVERS	REVERSIBLE
REV	REVIEW
REVIS	REVISED
REVIS	REVISION
REVISIT	REVISITED
REVITAL	REVITALIZ
REVIVAL	REVIVALIST
REVOLT	REVOLTING
REVOLUC	REVOLUCIJA
REVOLUT	REVOLUTION
REVOLUT	REVOLUTIONARY
REVOLV	REVOLVING
REWARD	REWARD
REYK	REYKJAVIK
RHEODYN	RHEODYNAMIC
RHETOR	RHETORIC
RI	RHODE ISLAND
RHOD	RHODESIA
RHOD	RHODESIA
RHYTHM	RHYTHM
RHYTM	RHYTMIC
RIBB	RIBBON
RIBOS	RIBOSOMES
RICKETTS	RICKETTSIAL
RID	RIDING
RIFLEM	RIFLEMAN
RITUAL	RITUAL
RIVERD	RIVERDALE
RIVERSYMP	RIVERSYMPOS
RIVERV	RIVERVIEW
ROADBUILD	ROADBUILDER
ROAD	ROADING
ROADMAK	ROADMAKING
ROADRUN	ROADRUNNER
ROAM	ROAMING
ROCHESTER	ROCHESTERIAN
ROCKET	ROCKET
ROCK	ROCKIES
ROCKOL	ROCKOLOGY
ROCKV	ROCKVILLE
RODENTIC	RODENTICIDE
ROENTGENOL	ROENTGENOLOGY
RAGATION	ROGATIONIST
ROLL	ROLL
ROLL	ROLLER
ROMANT	ROMANTI
ROMF	ROMFORD
ROOF	ROOFING
ROTHB	ROTHBERG
ROTORCR	ROTORCRAFT
ROUGH	ROUGHNESS
ROUM	ROUMAN
RUCKS	RUCKSACK
RUM	RUMANIA
RUMMAG	RUMMAGING
RUN	RUNN
RUSH	RUSHING
RUSS	RUSSI
RUTL	RUTLAND
RYTHM	RYTHM
S	SOUTH
SE	SOUTHEAST
SW	SOUTHWEST
SABBATH	SABBATH
SACCHARIF	SACCHARIFICATION
SACKV	SACKVILLE
SACRAM	SACRAMENT
SAF	SAFELY
SAF	SAFETY
SAHAR	SAHARAN
SAILBOAT	SAILBOAT
SAIL	SAILING
SAIL	SAILOR
SALESM	SALESMAN
SALIN	SALINIT
SALISB	SALISBURY
SALMON	SALMONID
SAMARIT	SAMARITAN
SAMPL	SAMPLER
SAMPL	SAMPLING
SANBERNARD	SANBERNARDINO
SDIEGO	SANDIEGO
SANAT	SANATOR
SANDW	SANDWICH
SANG	SANGUIN
SANIT	SANITARI
SANIT	SANITARY
ST MONICA	SANTA MONICA
ST BARBARA	SANTA BARBARA
SARD	SARDINIA
SASK	SASKATCHEWAN
SASKAT	SASKATOON
SATELL	SATELLITE
SATIR	SATIR
SATUR	SATURAT
SAUDI ARAB	SAUDI ARABIA
SAV	SAVING
SCANDAL	SCANDAL
SCAND	SCANDINAVI
SCARB	SCARBOROUGH
SCATT	SCATTER
SCAV	SCAVENG
SCEN	SCENIC
SCEPT	SCEPTIC
SCHAUSAMML	SCHAUSAMMLUNG
SCHED	SCHEDUL
SCH	SCHOLARLY
SCHOLARSH	SCHOLARSHIP
SCHOLAST	SCHOLASTI
SCH	SCHOOL
SCHOON	SCHOONER
SCI	SCIENCE
SCIENTOL	SCIENTOLOGY
SCIENTOMETR	SCIENTOMETRIC
SCINTIGR	SCINTIGRAPHY
SCLER	SCLEROSIS
SCOOT	SCOOTER
SCOREBRD	SCOREBOARD
SCOREB	SCOREBOOK
SCOREC	SCORECARD
SCOTL	SCOTLAND
SCOTSM	SCOTSMAN
SCOTT	SCOTTISH
SCOUT	SCOUT
SCRAPB	SCRAPBOOK
SCRAPP	SCRAPPING
SCREEN	SCREENING
SCREENPR	SCREENPRINT
SCRIBBL	SCRIBBLER
SCR	SCRIBE
SCR	SCRIBER
SCR	SCRIPT
SCR	SCRIPTURE
SCRUT	SCRUTINY
SCUFF	SCUFFL
SCULPT	SCULPT
SCURR	SCURRIL
SEAB	SEABIRD
SEABD	SEABOARD
SEAFAR	SEAFAR
SEAF	SEAFOOD
SEAL	SEALER
SEAL	SEALING
SEAM	SEAMAN
SEAMANSH	SEAMANSHIP
SEAPT	SEAPORT
SEAPOW	SEAPOWER
SEARCH	SEARCHER
SEARCH	SEARCHING
SEARCHL	SEARCHLIGHT
SEAS	SEASON
SEAT	SEATING
SEATR	SEATRADE
SEAW	SEAWAY
SECOND	SECOND
SECR	SECRETAR
SECRET	SECRETION
SECRET	SECRETORY
SECT	SECTI
SECT	SECTOR
SECUL	SECUL
SECUR	SECURE
SEDAT	SEDATION
SEDIMENT	SEDIMENTARY
SEDIMENT	SEDIMENTATION
SEEDL	SEEDLING
SEEK	SEEK
SEGREG	SEGREG
SEISMOGR	SEISMOGRAPHY
SEISMOL	SEISMOLOGY
SEL	SELECTION
SELFORGAN	SELFORGANIZ
SELL	SELLING
SEMANT	SEMANTICS
SEMEIOT	SEMEIOTIC
SEMEST	SEMESTR
SEMICUST	SEMICUSTOM
SEMIANNU	SEMIANNUAL
SEMICOND	SEMICONDUCT
SEMIMAGN	SEMIMAGNETI
SEMIMET	SEMIMETAL
SEMIOCHEM	SEMIOCHEMICAL
SEMISYNTH	SEMISYNTHE
SEMIT	SEMIT
SR	SENIOR
SR	SENIORITY
SENS	SENSING
SENSIT	SENSITIVITY
SENS	SENSOR
SENS	SENSORY
SEP	SEPARATE
SEP	SEPARATION
SEP	SEPARATOR
SEPHAR	SEPHARDI
SEPT	SEPTEMB
SERAPH	SERAPHI
SER	SERIES
SERICIC	SERICICULT
SERIC	SERICULTURE
SERODIAGN	SERODIAGNOS
SERONEGAT	SERONEGATI
SERV	SERVER
SERV	SERVIC
SERV	SERVING
SESQUICENTEN	SESQUICENTENNIAL
SESS	SESSI
SETTL	SETTLEMENT
SETTL	SETTLER
SEVER	SEVERANCE
SEW	SEWAGE
SEX	SEXUAL
SHAD	SHADOW
SHAK	SHAKER
SHAKESPEAR	SHAKESPEAR
SHAP	SHAPER
SHAP	SHAPING
SHAR	SHARED
SHAREHOLD	SHAREHOLD
SHAREMARK	SHAREMARKET
SHAREOWNERSH	SHAREOWNERSHIP
SHAR	SHARING
SHARPSH	SHARPSHOOT
SHEAR	SHEAR
SHEEPFARM	SHEEPFARMING
SHEEPM	SHEEPMAN
SHEETMET	SHEETMETAL
SHEFF	SHEFFIELD
SHELLFISH	SHELLFISH
SHELLFISH	SHELLFISHER
SHELLHARB	SHELLHARBOUR
SHELTER	SHELTER
SHERLOCK	SHERLOCKIAN
SHETL	SHETLAND
SHIELD	SHIELD
SHIFTW	SHIFTWORK
SHIPBROK	SHIPBROKER
SHIPBUILD	SHIPBUILDER
SHIPBUILD	SHIPBUILDING
SHIPM	SHIPMENT
SHIPOWN	SHIPOWNER
SHIPOWN	SHIPOWNING
SHIPP	SHIPP
SHIPREP	SHIPREPAIR
SHOCK	SHOCK
SHOEMAK	SHOEMAKING
SHOOT	SHOOT
SHOPFIT	SHOPFITTER
SHOPFIT	SHOPFITTING
SHOPKEEP	SHOPKEEPER
SHOPP	SHOPPER
SHOPP	SHOPPING
SHOREL	SHORELINE
SHORT	SHORT
SHORTH	SHORTHAND
SHORTL	SHORTLAND
SHOWC	SHOWCASE
SHOW	SHOWER
SHOW	SHOWING
SHOWJUMP	SHOWJUMP
SHOWR	SHOWROOM
SHREDD	SHREDD
SHREVEP	SHREVEPORT
SHROPSH	SHROPSHIRE
SHUTT	SHUTTER
SIB	SIBERIA
SICK	SICK
SIDEW	SIDEWARE
SIFT	SIFT
SIGHT	SIGHTED
SIGHTSEE	SIGHTSEEING
SIGILLOGR	SIGILLOGRAPHY
SIGNAL	SIGNALING
SIGNAL	SIGNALLING
SIGNALM	SIGNALMAN
SIGNIF	SIGNIFICANT
SILIC	SILICAT
SILOX	SILOXANE
SILVERSMITH	SILVERSMITHING
SILVERW	SILVERWARE
SILVIC	SILVICULT
SIMPL	SIMPLIFICATION
SIMUL	SIMULATION
SIND	SINDICAT
SINGAP	SINGAPORE
SING	SINGING
SINISTER	SINISTER
SINK	SINK
SINTER	SINTERING
SITUAT	SITUATION
SIXT	SIXTEEN
SIZZ	SIZZL
SKATEBOARD	SKATEBOARD
SKAT	SKATER
SKAT	SKATING
SKELETOGENES	SKELETOGENESIS
SKELET	SKELETON
SKI	SKI
SKINDIV	SKINDIV
SKIN	SKINNER
SKIPP	SKIPP
SKYDIV	SKYDIV
